seed,x,z,latitude,temperatureC,rainfallMm,evaporationMm,moistureIndex,rainShadow,windX,windZ,marineClass
8675309,-8192,0,0.0,22.34373283962494,1264.3173069032325,922.1871911132489,0.5779724375651121,0.0698300111673929,-0.9760194444564017,0.21768335729452773,MAJOR_OCEAN
8675309,-4096,0,0.0,22.40107452614882,1383.0210197739636,923.2193414706787,0.599426502329342,0.11031645518486402,-0.976139931925061,0.2171424263043436,MAJOR_OCEAN
8675309,0,0,0.0,22.330036861073662,1354.4170962910514,921.9406634993259,0.5947318072746377,0.21053830795106865,-0.9731220247796568,0.2302900885594969,MAJOR_OCEAN
8675309,4096,0,0.0,22.31912382832261,1171.28961123627,921.7442289098069,0.5593460758755276,0.0,-0.9695515784109383,0.24488719199022682,MAJOR_OCEAN
8675309,8192,0,0.0,22.340855298800644,1230.1749404151087,922.1353953784117,0.5712947734316125,0.03589912206659597,-0.9688552680796592,0.2476276832551073,MAJOR_OCEAN
8675309,12288,0,0.0,22.486123733904087,1331.2933996865972,924.7502272102736,0.5898394624817002,0.11243249290448164,-0.9717411127375907,0.23604916821609234,MAJOR_OCEAN
8675309,16384,0,0.0,22.500714411217082,1261.0395022784958,925.0128594019075,0.5765931919936232,0.11905493770290082,-0.9753568554991756,0.22063318977606292,MAJOR_OCEAN
8675309,20480,0,0.0,22.506637564607086,1159.9539010448075,925.1194761629275,0.5560465483709095,0.0,-0.976474219313463,0.21563417868270068,MAJOR_OCEAN
8675309,24576,0,0.0,22.446519226820392,1465.7404750337298,924.037346082767,0.6130810073975117,0.05478561249755383,-0.9741871050588238,0.22574207480465017,MAJOR_OCEAN
8675309,28672,0,0.0,22.40295726508984,1471.1832914104318,923.2532307716172,0.6141608336464298,0.09779170726939945,-0.9703990277669692,0.24150719846191135,MAJOR_OCEAN
8675309,32768,0,0.0,22.373211906198836,1396.5605679786217,922.7178143115791,0.601893539429594,0.1879952310606463,-0.968639929896638,0.24846868255342808,MAJOR_OCEAN
8675309,-32768,4096,3.6864000000000003,21.820454069843,1280.747725362053,912.768173257174,0.5836128715986473,0.1661054258653738,-0.9746982026439259,0.22352497346538341,MAJOR_OCEAN
